sim	id	N	NGE	MODEL	H2G	H2GE	fastGWAS	LINEAR_MODEL
1	1	100000	500	10pct	0.1	0	False	enet
1	2	100000	500	10pct	0.1	0	False	enet
1	3	100000	500	10pct	0.1	0	False	enet
1	4	100000	500	10pct	0.1	0	False	enet
1	5	100000	500	10pct	0.1	0	False	enet
1	6	100000	500	10pct	0.1	0	False	enet
1	7	100000	500	10pct	0.1	0	False	enet
1	8	100000	500	10pct	0.1	0	False	enet
1	9	100000	500	10pct	0.1	0	False	enet
1	10	100000	500	10pct	0.1	0	False	enet
1	11	100000	500	10pct	0.1	0	False	enet
1	12	100000	500	10pct	0.1	0	False	enet
1	13	100000	500	10pct	0.1	0	False	enet
1	14	100000	500	10pct	0.1	0	False	enet
1	15	100000	500	10pct	0.1	0	False	enet
1	16	100000	500	10pct	0.1	0	False	enet
1	17	100000	500	10pct	0.1	0	False	enet
1	18	100000	500	10pct	0.1	0	False	enet
1	19	100000	500	10pct	0.1	0	False	enet
1	20	100000	500	10pct	0.1	0	False	enet
1	21	100000	500	10pct	0.1	0	False	enet
1	22	100000	500	10pct	0.1	0	False	enet
1	23	100000	500	10pct	0.1	0	False	enet
1	24	100000	500	10pct	0.1	0	False	enet
1	25	100000	500	10pct	0.1	0	False	enet
1	26	100000	500	10pct	0.1	0	False	enet
1	27	100000	500	10pct	0.1	0	False	enet
1	28	100000	500	10pct	0.1	0	False	enet
1	29	100000	500	10pct	0.1	0	False	enet
1	30	100000	500	10pct	0.1	0	False	enet
1	31	100000	500	10pct	0.1	0	False	enet
1	32	100000	500	10pct	0.1	0	False	enet
1	33	100000	500	10pct	0.1	0	False	enet
1	34	100000	500	10pct	0.1	0	False	enet
1	35	100000	500	10pct	0.1	0	False	enet
1	36	100000	500	10pct	0.1	0	False	enet
1	37	100000	500	10pct	0.1	0	False	enet
1	38	100000	500	10pct	0.1	0	False	enet
1	39	100000	500	10pct	0.1	0	False	enet
1	40	100000	500	10pct	0.1	0	False	enet
1	41	100000	500	10pct	0.1	0	False	enet
1	42	100000	500	10pct	0.1	0	False	enet
1	43	100000	500	10pct	0.1	0	False	enet
1	44	100000	500	10pct	0.1	0	False	enet
1	45	100000	500	10pct	0.1	0	False	enet
1	46	100000	500	10pct	0.1	0	False	enet
1	47	100000	500	10pct	0.1	0	False	enet
1	48	100000	500	10pct	0.1	0	False	enet
1	49	100000	500	10pct	0.1	0	False	enet
1	50	100000	500	10pct	0.1	0	False	enet
1	51	100000	500	10pct	0.1	0	False	enet
1	52	100000	500	10pct	0.1	0	False	enet
1	53	100000	500	10pct	0.1	0	False	enet
1	54	100000	500	10pct	0.1	0	False	enet
1	55	100000	500	10pct	0.1	0	False	enet
1	56	100000	500	10pct	0.1	0	False	enet
1	57	100000	500	10pct	0.1	0	False	enet
1	58	100000	500	10pct	0.1	0	False	enet
1	59	100000	500	10pct	0.1	0	False	enet
1	60	100000	500	10pct	0.1	0	False	enet
1	61	100000	500	10pct	0.1	0	False	enet
1	62	100000	500	10pct	0.1	0	False	enet
1	63	100000	500	10pct	0.1	0	False	enet
1	64	100000	500	10pct	0.1	0	False	enet
1	65	100000	500	10pct	0.1	0	False	enet
1	66	100000	500	10pct	0.1	0	False	enet
1	67	100000	500	10pct	0.1	0	False	enet
1	68	100000	500	10pct	0.1	0	False	enet
1	69	100000	500	10pct	0.1	0	False	enet
1	70	100000	500	10pct	0.1	0	False	enet
1	71	100000	500	10pct	0.1	0	False	enet
1	72	100000	500	10pct	0.1	0	False	enet
1	73	100000	500	10pct	0.1	0	False	enet
1	74	100000	500	10pct	0.1	0	False	enet
1	75	100000	500	10pct	0.1	0	False	enet
1	76	100000	500	10pct	0.1	0	False	enet
1	77	100000	500	10pct	0.1	0	False	enet
1	78	100000	500	10pct	0.1	0	False	enet
1	79	100000	500	10pct	0.1	0	False	enet
1	80	100000	500	10pct	0.1	0	False	enet
1	81	100000	500	10pct	0.1	0	False	enet
1	82	100000	500	10pct	0.1	0	False	enet
1	83	100000	500	10pct	0.1	0	False	enet
1	84	100000	500	10pct	0.1	0	False	enet
1	85	100000	500	10pct	0.1	0	False	enet
1	86	100000	500	10pct	0.1	0	False	enet
1	87	100000	500	10pct	0.1	0	False	enet
1	88	100000	500	10pct	0.1	0	False	enet
1	89	100000	500	10pct	0.1	0	False	enet
1	90	100000	500	10pct	0.1	0	False	enet
1	91	100000	500	10pct	0.1	0	False	enet
1	92	100000	500	10pct	0.1	0	False	enet
1	93	100000	500	10pct	0.1	0	False	enet
1	94	100000	500	10pct	0.1	0	False	enet
1	95	100000	500	10pct	0.1	0	False	enet
1	96	100000	500	10pct	0.1	0	False	enet
1	97	100000	500	10pct	0.1	0	False	enet
1	98	100000	500	10pct	0.1	0	False	enet
1	99	100000	500	10pct	0.1	0	False	enet
1	100	100000	500	10pct	0.1	0	False	enet
2	1	100000	500	10pct	0.1	0	False	lasso
2	2	100000	500	10pct	0.1	0	False	lasso
2	3	100000	500	10pct	0.1	0	False	lasso
2	4	100000	500	10pct	0.1	0	False	lasso
2	5	100000	500	10pct	0.1	0	False	lasso
2	6	100000	500	10pct	0.1	0	False	lasso
2	7	100000	500	10pct	0.1	0	False	lasso
2	8	100000	500	10pct	0.1	0	False	lasso
2	9	100000	500	10pct	0.1	0	False	lasso
2	10	100000	500	10pct	0.1	0	False	lasso
2	11	100000	500	10pct	0.1	0	False	lasso
2	12	100000	500	10pct	0.1	0	False	lasso
2	13	100000	500	10pct	0.1	0	False	lasso
2	14	100000	500	10pct	0.1	0	False	lasso
2	15	100000	500	10pct	0.1	0	False	lasso
2	16	100000	500	10pct	0.1	0	False	lasso
2	17	100000	500	10pct	0.1	0	False	lasso
2	18	100000	500	10pct	0.1	0	False	lasso
2	19	100000	500	10pct	0.1	0	False	lasso
2	20	100000	500	10pct	0.1	0	False	lasso
2	21	100000	500	10pct	0.1	0	False	lasso
2	22	100000	500	10pct	0.1	0	False	lasso
2	23	100000	500	10pct	0.1	0	False	lasso
2	24	100000	500	10pct	0.1	0	False	lasso
2	25	100000	500	10pct	0.1	0	False	lasso
2	26	100000	500	10pct	0.1	0	False	lasso
2	27	100000	500	10pct	0.1	0	False	lasso
2	28	100000	500	10pct	0.1	0	False	lasso
2	29	100000	500	10pct	0.1	0	False	lasso
2	30	100000	500	10pct	0.1	0	False	lasso
2	31	100000	500	10pct	0.1	0	False	lasso
2	32	100000	500	10pct	0.1	0	False	lasso
2	33	100000	500	10pct	0.1	0	False	lasso
2	34	100000	500	10pct	0.1	0	False	lasso
2	35	100000	500	10pct	0.1	0	False	lasso
2	36	100000	500	10pct	0.1	0	False	lasso
2	37	100000	500	10pct	0.1	0	False	lasso
2	38	100000	500	10pct	0.1	0	False	lasso
2	39	100000	500	10pct	0.1	0	False	lasso
2	40	100000	500	10pct	0.1	0	False	lasso
2	41	100000	500	10pct	0.1	0	False	lasso
2	42	100000	500	10pct	0.1	0	False	lasso
2	43	100000	500	10pct	0.1	0	False	lasso
2	44	100000	500	10pct	0.1	0	False	lasso
2	45	100000	500	10pct	0.1	0	False	lasso
2	46	100000	500	10pct	0.1	0	False	lasso
2	47	100000	500	10pct	0.1	0	False	lasso
2	48	100000	500	10pct	0.1	0	False	lasso
2	49	100000	500	10pct	0.1	0	False	lasso
2	50	100000	500	10pct	0.1	0	False	lasso
2	51	100000	500	10pct	0.1	0	False	lasso
2	52	100000	500	10pct	0.1	0	False	lasso
2	53	100000	500	10pct	0.1	0	False	lasso
2	54	100000	500	10pct	0.1	0	False	lasso
2	55	100000	500	10pct	0.1	0	False	lasso
2	56	100000	500	10pct	0.1	0	False	lasso
2	57	100000	500	10pct	0.1	0	False	lasso
2	58	100000	500	10pct	0.1	0	False	lasso
2	59	100000	500	10pct	0.1	0	False	lasso
2	60	100000	500	10pct	0.1	0	False	lasso
2	61	100000	500	10pct	0.1	0	False	lasso
2	62	100000	500	10pct	0.1	0	False	lasso
2	63	100000	500	10pct	0.1	0	False	lasso
2	64	100000	500	10pct	0.1	0	False	lasso
2	65	100000	500	10pct	0.1	0	False	lasso
2	66	100000	500	10pct	0.1	0	False	lasso
2	67	100000	500	10pct	0.1	0	False	lasso
2	68	100000	500	10pct	0.1	0	False	lasso
2	69	100000	500	10pct	0.1	0	False	lasso
2	70	100000	500	10pct	0.1	0	False	lasso
2	71	100000	500	10pct	0.1	0	False	lasso
2	72	100000	500	10pct	0.1	0	False	lasso
2	73	100000	500	10pct	0.1	0	False	lasso
2	74	100000	500	10pct	0.1	0	False	lasso
2	75	100000	500	10pct	0.1	0	False	lasso
2	76	100000	500	10pct	0.1	0	False	lasso
2	77	100000	500	10pct	0.1	0	False	lasso
2	78	100000	500	10pct	0.1	0	False	lasso
2	79	100000	500	10pct	0.1	0	False	lasso
2	80	100000	500	10pct	0.1	0	False	lasso
2	81	100000	500	10pct	0.1	0	False	lasso
2	82	100000	500	10pct	0.1	0	False	lasso
2	83	100000	500	10pct	0.1	0	False	lasso
2	84	100000	500	10pct	0.1	0	False	lasso
2	85	100000	500	10pct	0.1	0	False	lasso
2	86	100000	500	10pct	0.1	0	False	lasso
2	87	100000	500	10pct	0.1	0	False	lasso
2	88	100000	500	10pct	0.1	0	False	lasso
2	89	100000	500	10pct	0.1	0	False	lasso
2	90	100000	500	10pct	0.1	0	False	lasso
2	91	100000	500	10pct	0.1	0	False	lasso
2	92	100000	500	10pct	0.1	0	False	lasso
2	93	100000	500	10pct	0.1	0	False	lasso
2	94	100000	500	10pct	0.1	0	False	lasso
2	95	100000	500	10pct	0.1	0	False	lasso
2	96	100000	500	10pct	0.1	0	False	lasso
2	97	100000	500	10pct	0.1	0	False	lasso
2	98	100000	500	10pct	0.1	0	False	lasso
2	99	100000	500	10pct	0.1	0	False	lasso
2	100	100000	500	10pct	0.1	0	False	lasso
3	1	100000	500	10pct	0.1	0	False	ridge
3	2	100000	500	10pct	0.1	0	False	ridge
3	3	100000	500	10pct	0.1	0	False	ridge
3	4	100000	500	10pct	0.1	0	False	ridge
3	5	100000	500	10pct	0.1	0	False	ridge
3	6	100000	500	10pct	0.1	0	False	ridge
3	7	100000	500	10pct	0.1	0	False	ridge
3	8	100000	500	10pct	0.1	0	False	ridge
3	9	100000	500	10pct	0.1	0	False	ridge
3	10	100000	500	10pct	0.1	0	False	ridge
3	11	100000	500	10pct	0.1	0	False	ridge
3	12	100000	500	10pct	0.1	0	False	ridge
3	13	100000	500	10pct	0.1	0	False	ridge
3	14	100000	500	10pct	0.1	0	False	ridge
3	15	100000	500	10pct	0.1	0	False	ridge
3	16	100000	500	10pct	0.1	0	False	ridge
3	17	100000	500	10pct	0.1	0	False	ridge
3	18	100000	500	10pct	0.1	0	False	ridge
3	19	100000	500	10pct	0.1	0	False	ridge
3	20	100000	500	10pct	0.1	0	False	ridge
3	21	100000	500	10pct	0.1	0	False	ridge
3	22	100000	500	10pct	0.1	0	False	ridge
3	23	100000	500	10pct	0.1	0	False	ridge
3	24	100000	500	10pct	0.1	0	False	ridge
3	25	100000	500	10pct	0.1	0	False	ridge
3	26	100000	500	10pct	0.1	0	False	ridge
3	27	100000	500	10pct	0.1	0	False	ridge
3	28	100000	500	10pct	0.1	0	False	ridge
3	29	100000	500	10pct	0.1	0	False	ridge
3	30	100000	500	10pct	0.1	0	False	ridge
3	31	100000	500	10pct	0.1	0	False	ridge
3	32	100000	500	10pct	0.1	0	False	ridge
3	33	100000	500	10pct	0.1	0	False	ridge
3	34	100000	500	10pct	0.1	0	False	ridge
3	35	100000	500	10pct	0.1	0	False	ridge
3	36	100000	500	10pct	0.1	0	False	ridge
3	37	100000	500	10pct	0.1	0	False	ridge
3	38	100000	500	10pct	0.1	0	False	ridge
3	39	100000	500	10pct	0.1	0	False	ridge
3	40	100000	500	10pct	0.1	0	False	ridge
3	41	100000	500	10pct	0.1	0	False	ridge
3	42	100000	500	10pct	0.1	0	False	ridge
3	43	100000	500	10pct	0.1	0	False	ridge
3	44	100000	500	10pct	0.1	0	False	ridge
3	45	100000	500	10pct	0.1	0	False	ridge
3	46	100000	500	10pct	0.1	0	False	ridge
3	47	100000	500	10pct	0.1	0	False	ridge
3	48	100000	500	10pct	0.1	0	False	ridge
3	49	100000	500	10pct	0.1	0	False	ridge
3	50	100000	500	10pct	0.1	0	False	ridge
3	51	100000	500	10pct	0.1	0	False	ridge
3	52	100000	500	10pct	0.1	0	False	ridge
3	53	100000	500	10pct	0.1	0	False	ridge
3	54	100000	500	10pct	0.1	0	False	ridge
3	55	100000	500	10pct	0.1	0	False	ridge
3	56	100000	500	10pct	0.1	0	False	ridge
3	57	100000	500	10pct	0.1	0	False	ridge
3	58	100000	500	10pct	0.1	0	False	ridge
3	59	100000	500	10pct	0.1	0	False	ridge
3	60	100000	500	10pct	0.1	0	False	ridge
3	61	100000	500	10pct	0.1	0	False	ridge
3	62	100000	500	10pct	0.1	0	False	ridge
3	63	100000	500	10pct	0.1	0	False	ridge
3	64	100000	500	10pct	0.1	0	False	ridge
3	65	100000	500	10pct	0.1	0	False	ridge
3	66	100000	500	10pct	0.1	0	False	ridge
3	67	100000	500	10pct	0.1	0	False	ridge
3	68	100000	500	10pct	0.1	0	False	ridge
3	69	100000	500	10pct	0.1	0	False	ridge
3	70	100000	500	10pct	0.1	0	False	ridge
3	71	100000	500	10pct	0.1	0	False	ridge
3	72	100000	500	10pct	0.1	0	False	ridge
3	73	100000	500	10pct	0.1	0	False	ridge
3	74	100000	500	10pct	0.1	0	False	ridge
3	75	100000	500	10pct	0.1	0	False	ridge
3	76	100000	500	10pct	0.1	0	False	ridge
3	77	100000	500	10pct	0.1	0	False	ridge
3	78	100000	500	10pct	0.1	0	False	ridge
3	79	100000	500	10pct	0.1	0	False	ridge
3	80	100000	500	10pct	0.1	0	False	ridge
3	81	100000	500	10pct	0.1	0	False	ridge
3	82	100000	500	10pct	0.1	0	False	ridge
3	83	100000	500	10pct	0.1	0	False	ridge
3	84	100000	500	10pct	0.1	0	False	ridge
3	85	100000	500	10pct	0.1	0	False	ridge
3	86	100000	500	10pct	0.1	0	False	ridge
3	87	100000	500	10pct	0.1	0	False	ridge
3	88	100000	500	10pct	0.1	0	False	ridge
3	89	100000	500	10pct	0.1	0	False	ridge
3	90	100000	500	10pct	0.1	0	False	ridge
3	91	100000	500	10pct	0.1	0	False	ridge
3	92	100000	500	10pct	0.1	0	False	ridge
3	93	100000	500	10pct	0.1	0	False	ridge
3	94	100000	500	10pct	0.1	0	False	ridge
3	95	100000	500	10pct	0.1	0	False	ridge
3	96	100000	500	10pct	0.1	0	False	ridge
3	97	100000	500	10pct	0.1	0	False	ridge
3	98	100000	500	10pct	0.1	0	False	ridge
3	99	100000	500	10pct	0.1	0	False	ridge
3	100	100000	500	10pct	0.1	0	False	ridge
4	1	100000	500	10pct	0.1	0	False	trueqtl
4	2	100000	500	10pct	0.1	0	False	trueqtl
4	3	100000	500	10pct	0.1	0	False	trueqtl
4	4	100000	500	10pct	0.1	0	False	trueqtl
4	5	100000	500	10pct	0.1	0	False	trueqtl
4	6	100000	500	10pct	0.1	0	False	trueqtl
4	7	100000	500	10pct	0.1	0	False	trueqtl
4	8	100000	500	10pct	0.1	0	False	trueqtl
4	9	100000	500	10pct	0.1	0	False	trueqtl
4	10	100000	500	10pct	0.1	0	False	trueqtl
4	11	100000	500	10pct	0.1	0	False	trueqtl
4	12	100000	500	10pct	0.1	0	False	trueqtl
4	13	100000	500	10pct	0.1	0	False	trueqtl
4	14	100000	500	10pct	0.1	0	False	trueqtl
4	15	100000	500	10pct	0.1	0	False	trueqtl
4	16	100000	500	10pct	0.1	0	False	trueqtl
4	17	100000	500	10pct	0.1	0	False	trueqtl
4	18	100000	500	10pct	0.1	0	False	trueqtl
4	19	100000	500	10pct	0.1	0	False	trueqtl
4	20	100000	500	10pct	0.1	0	False	trueqtl
4	21	100000	500	10pct	0.1	0	False	trueqtl
4	22	100000	500	10pct	0.1	0	False	trueqtl
4	23	100000	500	10pct	0.1	0	False	trueqtl
4	24	100000	500	10pct	0.1	0	False	trueqtl
4	25	100000	500	10pct	0.1	0	False	trueqtl
4	26	100000	500	10pct	0.1	0	False	trueqtl
4	27	100000	500	10pct	0.1	0	False	trueqtl
4	28	100000	500	10pct	0.1	0	False	trueqtl
4	29	100000	500	10pct	0.1	0	False	trueqtl
4	30	100000	500	10pct	0.1	0	False	trueqtl
4	31	100000	500	10pct	0.1	0	False	trueqtl
4	32	100000	500	10pct	0.1	0	False	trueqtl
4	33	100000	500	10pct	0.1	0	False	trueqtl
4	34	100000	500	10pct	0.1	0	False	trueqtl
4	35	100000	500	10pct	0.1	0	False	trueqtl
4	36	100000	500	10pct	0.1	0	False	trueqtl
4	37	100000	500	10pct	0.1	0	False	trueqtl
4	38	100000	500	10pct	0.1	0	False	trueqtl
4	39	100000	500	10pct	0.1	0	False	trueqtl
4	40	100000	500	10pct	0.1	0	False	trueqtl
4	41	100000	500	10pct	0.1	0	False	trueqtl
4	42	100000	500	10pct	0.1	0	False	trueqtl
4	43	100000	500	10pct	0.1	0	False	trueqtl
4	44	100000	500	10pct	0.1	0	False	trueqtl
4	45	100000	500	10pct	0.1	0	False	trueqtl
4	46	100000	500	10pct	0.1	0	False	trueqtl
4	47	100000	500	10pct	0.1	0	False	trueqtl
4	48	100000	500	10pct	0.1	0	False	trueqtl
4	49	100000	500	10pct	0.1	0	False	trueqtl
4	50	100000	500	10pct	0.1	0	False	trueqtl
4	51	100000	500	10pct	0.1	0	False	trueqtl
4	52	100000	500	10pct	0.1	0	False	trueqtl
4	53	100000	500	10pct	0.1	0	False	trueqtl
4	54	100000	500	10pct	0.1	0	False	trueqtl
4	55	100000	500	10pct	0.1	0	False	trueqtl
4	56	100000	500	10pct	0.1	0	False	trueqtl
4	57	100000	500	10pct	0.1	0	False	trueqtl
4	58	100000	500	10pct	0.1	0	False	trueqtl
4	59	100000	500	10pct	0.1	0	False	trueqtl
4	60	100000	500	10pct	0.1	0	False	trueqtl
4	61	100000	500	10pct	0.1	0	False	trueqtl
4	62	100000	500	10pct	0.1	0	False	trueqtl
4	63	100000	500	10pct	0.1	0	False	trueqtl
4	64	100000	500	10pct	0.1	0	False	trueqtl
4	65	100000	500	10pct	0.1	0	False	trueqtl
4	66	100000	500	10pct	0.1	0	False	trueqtl
4	67	100000	500	10pct	0.1	0	False	trueqtl
4	68	100000	500	10pct	0.1	0	False	trueqtl
4	69	100000	500	10pct	0.1	0	False	trueqtl
4	70	100000	500	10pct	0.1	0	False	trueqtl
4	71	100000	500	10pct	0.1	0	False	trueqtl
4	72	100000	500	10pct	0.1	0	False	trueqtl
4	73	100000	500	10pct	0.1	0	False	trueqtl
4	74	100000	500	10pct	0.1	0	False	trueqtl
4	75	100000	500	10pct	0.1	0	False	trueqtl
4	76	100000	500	10pct	0.1	0	False	trueqtl
4	77	100000	500	10pct	0.1	0	False	trueqtl
4	78	100000	500	10pct	0.1	0	False	trueqtl
4	79	100000	500	10pct	0.1	0	False	trueqtl
4	80	100000	500	10pct	0.1	0	False	trueqtl
4	81	100000	500	10pct	0.1	0	False	trueqtl
4	82	100000	500	10pct	0.1	0	False	trueqtl
4	83	100000	500	10pct	0.1	0	False	trueqtl
4	84	100000	500	10pct	0.1	0	False	trueqtl
4	85	100000	500	10pct	0.1	0	False	trueqtl
4	86	100000	500	10pct	0.1	0	False	trueqtl
4	87	100000	500	10pct	0.1	0	False	trueqtl
4	88	100000	500	10pct	0.1	0	False	trueqtl
4	89	100000	500	10pct	0.1	0	False	trueqtl
4	90	100000	500	10pct	0.1	0	False	trueqtl
4	91	100000	500	10pct	0.1	0	False	trueqtl
4	92	100000	500	10pct	0.1	0	False	trueqtl
4	93	100000	500	10pct	0.1	0	False	trueqtl
4	94	100000	500	10pct	0.1	0	False	trueqtl
4	95	100000	500	10pct	0.1	0	False	trueqtl
4	96	100000	500	10pct	0.1	0	False	trueqtl
4	97	100000	500	10pct	0.1	0	False	trueqtl
4	98	100000	500	10pct	0.1	0	False	trueqtl
4	99	100000	500	10pct	0.1	0	False	trueqtl
4	100	100000	500	10pct	0.1	0	False	trueqtl
5	1	100000	500	10pct	0.1	0	True	enet
5	2	100000	500	10pct	0.1	0	True	enet
5	3	100000	500	10pct	0.1	0	True	enet
5	4	100000	500	10pct	0.1	0	True	enet
5	5	100000	500	10pct	0.1	0	True	enet
5	6	100000	500	10pct	0.1	0	True	enet
5	7	100000	500	10pct	0.1	0	True	enet
5	8	100000	500	10pct	0.1	0	True	enet
5	9	100000	500	10pct	0.1	0	True	enet
5	10	100000	500	10pct	0.1	0	True	enet
5	11	100000	500	10pct	0.1	0	True	enet
5	12	100000	500	10pct	0.1	0	True	enet
5	13	100000	500	10pct	0.1	0	True	enet
5	14	100000	500	10pct	0.1	0	True	enet
5	15	100000	500	10pct	0.1	0	True	enet
5	16	100000	500	10pct	0.1	0	True	enet
5	17	100000	500	10pct	0.1	0	True	enet
5	18	100000	500	10pct	0.1	0	True	enet
5	19	100000	500	10pct	0.1	0	True	enet
5	20	100000	500	10pct	0.1	0	True	enet
5	21	100000	500	10pct	0.1	0	True	enet
5	22	100000	500	10pct	0.1	0	True	enet
5	23	100000	500	10pct	0.1	0	True	enet
5	24	100000	500	10pct	0.1	0	True	enet
5	25	100000	500	10pct	0.1	0	True	enet
5	26	100000	500	10pct	0.1	0	True	enet
5	27	100000	500	10pct	0.1	0	True	enet
5	28	100000	500	10pct	0.1	0	True	enet
5	29	100000	500	10pct	0.1	0	True	enet
5	30	100000	500	10pct	0.1	0	True	enet
5	31	100000	500	10pct	0.1	0	True	enet
5	32	100000	500	10pct	0.1	0	True	enet
5	33	100000	500	10pct	0.1	0	True	enet
5	34	100000	500	10pct	0.1	0	True	enet
5	35	100000	500	10pct	0.1	0	True	enet
5	36	100000	500	10pct	0.1	0	True	enet
5	37	100000	500	10pct	0.1	0	True	enet
5	38	100000	500	10pct	0.1	0	True	enet
5	39	100000	500	10pct	0.1	0	True	enet
5	40	100000	500	10pct	0.1	0	True	enet
5	41	100000	500	10pct	0.1	0	True	enet
5	42	100000	500	10pct	0.1	0	True	enet
5	43	100000	500	10pct	0.1	0	True	enet
5	44	100000	500	10pct	0.1	0	True	enet
5	45	100000	500	10pct	0.1	0	True	enet
5	46	100000	500	10pct	0.1	0	True	enet
5	47	100000	500	10pct	0.1	0	True	enet
5	48	100000	500	10pct	0.1	0	True	enet
5	49	100000	500	10pct	0.1	0	True	enet
5	50	100000	500	10pct	0.1	0	True	enet
5	51	100000	500	10pct	0.1	0	True	enet
5	52	100000	500	10pct	0.1	0	True	enet
5	53	100000	500	10pct	0.1	0	True	enet
5	54	100000	500	10pct	0.1	0	True	enet
5	55	100000	500	10pct	0.1	0	True	enet
5	56	100000	500	10pct	0.1	0	True	enet
5	57	100000	500	10pct	0.1	0	True	enet
5	58	100000	500	10pct	0.1	0	True	enet
5	59	100000	500	10pct	0.1	0	True	enet
5	60	100000	500	10pct	0.1	0	True	enet
5	61	100000	500	10pct	0.1	0	True	enet
5	62	100000	500	10pct	0.1	0	True	enet
5	63	100000	500	10pct	0.1	0	True	enet
5	64	100000	500	10pct	0.1	0	True	enet
5	65	100000	500	10pct	0.1	0	True	enet
5	66	100000	500	10pct	0.1	0	True	enet
5	67	100000	500	10pct	0.1	0	True	enet
5	68	100000	500	10pct	0.1	0	True	enet
5	69	100000	500	10pct	0.1	0	True	enet
5	70	100000	500	10pct	0.1	0	True	enet
5	71	100000	500	10pct	0.1	0	True	enet
5	72	100000	500	10pct	0.1	0	True	enet
5	73	100000	500	10pct	0.1	0	True	enet
5	74	100000	500	10pct	0.1	0	True	enet
5	75	100000	500	10pct	0.1	0	True	enet
5	76	100000	500	10pct	0.1	0	True	enet
5	77	100000	500	10pct	0.1	0	True	enet
5	78	100000	500	10pct	0.1	0	True	enet
5	79	100000	500	10pct	0.1	0	True	enet
5	80	100000	500	10pct	0.1	0	True	enet
5	81	100000	500	10pct	0.1	0	True	enet
5	82	100000	500	10pct	0.1	0	True	enet
5	83	100000	500	10pct	0.1	0	True	enet
5	84	100000	500	10pct	0.1	0	True	enet
5	85	100000	500	10pct	0.1	0	True	enet
5	86	100000	500	10pct	0.1	0	True	enet
5	87	100000	500	10pct	0.1	0	True	enet
5	88	100000	500	10pct	0.1	0	True	enet
5	89	100000	500	10pct	0.1	0	True	enet
5	90	100000	500	10pct	0.1	0	True	enet
5	91	100000	500	10pct	0.1	0	True	enet
5	92	100000	500	10pct	0.1	0	True	enet
5	93	100000	500	10pct	0.1	0	True	enet
5	94	100000	500	10pct	0.1	0	True	enet
5	95	100000	500	10pct	0.1	0	True	enet
5	96	100000	500	10pct	0.1	0	True	enet
5	97	100000	500	10pct	0.1	0	True	enet
5	98	100000	500	10pct	0.1	0	True	enet
5	99	100000	500	10pct	0.1	0	True	enet
5	100	100000	500	10pct	0.1	0	True	enet
6	1	100000	500	10pct	0.1	0	True	lasso
6	2	100000	500	10pct	0.1	0	True	lasso
6	3	100000	500	10pct	0.1	0	True	lasso
6	4	100000	500	10pct	0.1	0	True	lasso
6	5	100000	500	10pct	0.1	0	True	lasso
6	6	100000	500	10pct	0.1	0	True	lasso
6	7	100000	500	10pct	0.1	0	True	lasso
6	8	100000	500	10pct	0.1	0	True	lasso
6	9	100000	500	10pct	0.1	0	True	lasso
6	10	100000	500	10pct	0.1	0	True	lasso
6	11	100000	500	10pct	0.1	0	True	lasso
6	12	100000	500	10pct	0.1	0	True	lasso
6	13	100000	500	10pct	0.1	0	True	lasso
6	14	100000	500	10pct	0.1	0	True	lasso
6	15	100000	500	10pct	0.1	0	True	lasso
6	16	100000	500	10pct	0.1	0	True	lasso
6	17	100000	500	10pct	0.1	0	True	lasso
6	18	100000	500	10pct	0.1	0	True	lasso
6	19	100000	500	10pct	0.1	0	True	lasso
6	20	100000	500	10pct	0.1	0	True	lasso
6	21	100000	500	10pct	0.1	0	True	lasso
6	22	100000	500	10pct	0.1	0	True	lasso
6	23	100000	500	10pct	0.1	0	True	lasso
6	24	100000	500	10pct	0.1	0	True	lasso
6	25	100000	500	10pct	0.1	0	True	lasso
6	26	100000	500	10pct	0.1	0	True	lasso
6	27	100000	500	10pct	0.1	0	True	lasso
6	28	100000	500	10pct	0.1	0	True	lasso
6	29	100000	500	10pct	0.1	0	True	lasso
6	30	100000	500	10pct	0.1	0	True	lasso
6	31	100000	500	10pct	0.1	0	True	lasso
6	32	100000	500	10pct	0.1	0	True	lasso
6	33	100000	500	10pct	0.1	0	True	lasso
6	34	100000	500	10pct	0.1	0	True	lasso
6	35	100000	500	10pct	0.1	0	True	lasso
6	36	100000	500	10pct	0.1	0	True	lasso
6	37	100000	500	10pct	0.1	0	True	lasso
6	38	100000	500	10pct	0.1	0	True	lasso
6	39	100000	500	10pct	0.1	0	True	lasso
6	40	100000	500	10pct	0.1	0	True	lasso
6	41	100000	500	10pct	0.1	0	True	lasso
6	42	100000	500	10pct	0.1	0	True	lasso
6	43	100000	500	10pct	0.1	0	True	lasso
6	44	100000	500	10pct	0.1	0	True	lasso
6	45	100000	500	10pct	0.1	0	True	lasso
6	46	100000	500	10pct	0.1	0	True	lasso
6	47	100000	500	10pct	0.1	0	True	lasso
6	48	100000	500	10pct	0.1	0	True	lasso
6	49	100000	500	10pct	0.1	0	True	lasso
6	50	100000	500	10pct	0.1	0	True	lasso
6	51	100000	500	10pct	0.1	0	True	lasso
6	52	100000	500	10pct	0.1	0	True	lasso
6	53	100000	500	10pct	0.1	0	True	lasso
6	54	100000	500	10pct	0.1	0	True	lasso
6	55	100000	500	10pct	0.1	0	True	lasso
6	56	100000	500	10pct	0.1	0	True	lasso
6	57	100000	500	10pct	0.1	0	True	lasso
6	58	100000	500	10pct	0.1	0	True	lasso
